Up field,Down field,Rxx,+Rxy,-Rxy
-38050.0,38050.0,830.4299276158608,-0.9200219288185387,0.9200219288185387
-38000.0,38000.0,830.4310630604596,-0.9198417784273545,0.9198417784273545
-37950.0,37950.0,830.4321985050583,-0.9196616280361667,0.9196616280361667
-37900.0,37900.0,830.433333949657,-0.9194814776449824,0.9194814776449824
-37850.0,37850.0,830.4344693942558,-0.9193013272537947,0.9193013272537947
-37800.0,37800.0,830.4356048388545,-0.9191211768626104,0.9191211768626104
-37750.0,37750.0,830.4367402834532,-0.9189410264714226,0.9189410264714226
-37700.0,37700.0,830.437875728052,-0.9187608760802348,0.9187608760802348
-37650.0,37650.0,830.4390111726507,-0.9185807256890506,0.9185807256890506
-37600.0,37600.0,830.4401466172494,-0.9184005752978628,0.9184005752978628
-37550.0,37550.0,830.4412820618481,-0.9182204249066785,0.9182204249066785
-37500.0,37500.0,830.4424175064469,-0.9180402745154908,0.9180402745154908
-37450.0,37450.0,830.4426590912146,-0.9179986422353714,0.9179986422353714
-37400.0,37400.0,830.4427197510881,-0.9179850472086812,0.9179850472086812
-37350.0,37350.0,830.4427804109615,-0.917971452181991,0.917971452181991
-37300.0,37300.0,830.4428410708349,-0.9179578571552973,0.9179578571552973
-37250.0,37250.0,830.4429017307083,-0.9179442621286071,0.9179442621286071
-37200.0,37200.0,830.4429623905817,-0.917930667101917,0.917930667101917
-37150.0,37150.0,830.443023050455,-0.9179170720752232,0.9179170720752232
-37100.0,37100.0,830.4430837103284,-0.917903477048533,0.917903477048533
-37050.0,37050.0,830.4431443702019,-0.9178898820218429,0.9178898820218429
-37000.0,37000.0,830.4432050300752,-0.9178762869951527,0.9178762869951527
-36950.0,36950.0,830.4432656899487,-0.9178626919684589,0.9178626919684589
-36900.0,36900.0,830.443326349822,-0.9178490969417687,0.9178490969417687
-36850.0,36850.0,830.4433870096955,-0.9178355019150786,0.9178355019150786
-36800.0,36800.0,830.4434476695687,-0.9178219068883848,0.9178219068883848
-36750.0,36750.0,830.4435083294422,-0.9178083118616946,0.9178083118616946
-36700.0,36700.0,830.4435689893156,-0.9177947168350045,0.9177947168350045
-36650.0,36650.0,830.443629649189,-0.9177811218083143,0.9177811218083143
-36600.0,36600.0,830.4436903090624,-0.9177675267816205,0.9177675267816205
-36550.0,36550.0,830.4437509689358,-0.9177539317549304,0.9177539317549304
-36500.0,36500.0,830.4438116288092,-0.9177403367282402,0.9177403367282402
-36450.0,36450.0,830.4438722886825,-0.9177267417015464,0.9177267417015464
-36400.0,36400.0,830.443932948556,-0.9177131466748563,0.9177131466748563
-36350.0,36350.0,830.4439936084293,-0.9176995516481661,0.9176995516481661
-36300.0,36300.0,830.4447987561875,-0.9174950940765534,0.9174950940765534
-36250.0,36250.0,830.4456104934764,-0.9172889471629944,0.9172889471629944
-36200.0,36200.0,830.4464222307652,-0.9170828002494389,0.9170828002494389
-36150.0,36150.0,830.4472339680541,-0.9168766533358799,0.9168766533358799
-36100.0,36100.0,830.448045705343,-0.9166705064223208,0.9166705064223208
-36050.0,36050.0,830.4488574426318,-0.9164643595087654,0.9164643595087654
-36000.0,36000.0,830.4496691799206,-0.9162582125952063,0.9162582125952063
-35950.0,35950.0,830.4504809172096,-0.9160520656816509,0.9160520656816509
-35900.0,35900.0,830.4512926544985,-0.9158459187680918,0.9158459187680918
-35850.0,35850.0,830.4521043917873,-0.9156397718545328,0.9156397718545328
-35800.0,35800.0,830.4529161290761,-0.9154336249409774,0.9154336249409774
-35750.0,35750.0,830.453727866365,-0.9152274780274183,0.9152274780274183
-35700.0,35700.0,830.454539603654,-0.9150213311138629,0.9150213311138629
-35650.0,35650.0,830.4553513409428,-0.9148151842003038,0.9148151842003038
-35600.0,35600.0,830.4561630782316,-0.9146090372867448,0.9146090372867448
-35550.0,35550.0,830.4569748155205,-0.9144028903731893,0.9144028903731893
-35500.0,35500.0,830.4577865528095,-0.9141967434596303,0.9141967434596303
-35450.0,35450.0,830.4585982900983,-0.9139905965460713,0.9139905965460713
-35400.0,35400.0,830.4594100273871,-0.9137844496325158,0.9137844496325158
-35350.0,35350.0,830.460221764676,-0.9135783027189568,0.9135783027189568
-35300.0,35300.0,830.461033501965,-0.9133721558054013,0.9133721558054013
-35250.0,35250.0,830.4618452392538,-0.9131660088918423,0.9131660088918423
-35200.0,35200.0,830.4625654218755,-0.9129774355797657,0.9129774355797657
-35150.0,35150.0,830.4631643573231,-0.9128121352431044,0.9128121352431044
-35100.0,35100.0,830.4637632927706,-0.9126468349064432,0.9126468349064432
-35050.0,35050.0,830.4643622282183,-0.9124815345697783,0.9124815345697783
-35000.0,35000.0,830.464961163666,-0.912316234233117,0.912316234233117
-34950.0,34950.0,830.4655600991135,-0.9121509338964557,0.9121509338964557
-34900.0,34900.0,830.4661590345611,-0.9119856335597909,0.9119856335597909
-34850.0,34850.0,830.4667579700088,-0.9118203332231296,0.9118203332231296
-34800.0,34800.0,830.4673569054564,-0.9116550328864683,0.9116550328864683
-34750.0,34750.0,830.4679558409041,-0.9114897325498035,0.9114897325498035
-34700.0,34700.0,830.4685547763517,-0.9113244322131422,0.9113244322131422
-34650.0,34650.0,830.4691537117992,-0.9111591318764809,0.9111591318764809
-34600.0,34600.0,830.4697526472469,-0.9109938315398161,0.9109938315398161
-34550.0,34550.0,830.4703515826945,-0.9108285312031548,0.9108285312031548
-34500.0,34500.0,830.4709505181421,-0.9106632308664935,0.9106632308664935
-34450.0,34450.0,830.4715494535897,-0.9104979305298286,0.9104979305298286
-34400.0,34400.0,830.4721483890373,-0.9103326301931673,0.9103326301931673
-34350.0,34350.0,830.472747324485,-0.9101673298565061,0.9101673298565061
-34300.0,34300.0,830.4733462599327,-0.9100020295198412,0.9100020295198412
-34250.0,34250.0,830.4739451953802,-0.9098367291831799,0.9098367291831799
-34200.0,34200.0,830.4745441308278,-0.9096714288465186,0.9096714288465186
-34150.0,34150.0,830.4751430662755,-0.9095061285098538,0.9095061285098538
-34100.0,34100.0,830.4757420017231,-0.9093408281731925,0.9093408281731925
-34050.0,34050.0,830.4763755065874,-0.9090702994035027,0.9090702994035027
-34000.0,34000.0,830.4770220870232,-0.9087599689239845,0.9087599689239845
-33950.0,33950.0,830.477668667459,-0.9084496384444662,0.9084496384444662
-33900.0,33900.0,830.4783152478949,-0.908139307964948,0.908139307964948
-33850.0,33850.0,830.4789618283306,-0.9078289774854262,0.9078289774854262
-33800.0,33800.0,830.4796084087664,-0.907518647005908,0.907518647005908
-33750.0,33750.0,830.4802549892022,-0.9072083165263898,0.9072083165263898
-33700.0,33700.0,830.480901569638,-0.9068979860468716,0.9068979860468716
-33650.0,33650.0,830.4815481500739,-0.9065876555673498,0.9065876555673498
-33600.0,33600.0,830.4821947305096,-0.9062773250878315,0.9062773250878315
-33550.0,33550.0,830.4828413109454,-0.9059669946083133,0.9059669946083133
-33500.0,33500.0,830.4834878913812,-0.9056566641287951,0.9056566641287951
-33450.0,33450.0,830.484134471817,-0.9053463336492769,0.9053463336492769
-33400.0,33400.0,830.4847810522529,-0.9050360031697551,0.9050360031697551
-33350.0,33350.0,830.4854276326887,-0.9047256726902368,0.9047256726902368
-33300.0,33300.0,830.4860742131244,-0.9044153422107186,0.9044153422107186
-33250.0,33250.0,830.4867207935602,-0.9041050117312004,0.9041050117312004
-33200.0,33200.0,830.487367373996,-0.9037946812516786,0.9037946812516786
-33150.0,33150.0,830.4880139544318,-0.9034843507721604,0.9034843507721604
-33100.0,33100.0,830.4886605348677,-0.9031740202926422,0.9031740202926422
-33050.0,33050.0,830.4893071153034,-0.9028636898131239,0.9028636898131239
-33000.0,33000.0,830.4899536957391,-0.9025533593336057,0.9025533593336057
-32950.0,32950.0,830.490600276175,-0.9022430288540839,0.9022430288540839
-32900.0,32900.0,830.4916026373883,-0.90198714158009,0.90198714158009
-32850.0,32850.0,830.4926265508,-0.901734552322278,0.901734552322278
-32800.0,32800.0,830.4936504642117,-0.9014819630644695,0.9014819630644695
-32750.0,32750.0,830.4946743776234,-0.901229373806661,0.901229373806661
-32700.0,32700.0,830.495698291035,-0.900976784548849,0.900976784548849
-32650.0,32650.0,830.4967222044465,-0.9007241952910405,0.9007241952910405
-32600.0,32600.0,830.4977461178582,-0.9004716060332321,0.9004716060332321
-32550.0,32550.0,830.4987700312699,-0.90021901677542,0.90021901677542
-32500.0,32500.0,830.4997939446816,-0.8999664275176116,0.8999664275176116
-32450.0,32450.0,830.5008178580932,-0.8997138382598031,0.8997138382598031
-32400.0,32400.0,830.5018417715048,-0.8994612490019946,0.8994612490019946
-32350.0,32350.0,830.5028656849165,-0.8992086597441826,0.8992086597441826
-32300.0,32300.0,830.5038895983282,-0.8989560704863742,0.8989560704863742
-32250.0,32250.0,830.5049135117399,-0.8987034812285657,0.8987034812285657
-32200.0,32200.0,830.5059374251515,-0.8984508919707537,0.8984508919707537
-32150.0,32150.0,830.5069613385631,-0.8981983027129452,0.8981983027129452
-32100.0,32100.0,830.5079852519748,-0.8979457134551367,0.8979457134551367
-32050.0,32050.0,830.5090091653865,-0.8976931241973247,0.8976931241973247
-32000.0,32000.0,830.5100330787982,-0.8974405349395163,0.8974405349395163
-31950.0,31950.0,830.5110569922098,-0.8971879456817078,0.8971879456817078
-31900.0,31900.0,830.5120809056214,-0.8969353564238958,0.8969353564238958
-31850.0,31850.0,830.5131048190331,-0.8966827671660873,0.8966827671660873
-31800.0,31800.0,830.5139555294481,-0.8964035642750012,0.8964035642750012
-31750.0,31750.0,830.5145778454615,-0.896089267274899,0.896089267274899
-31700.0,31700.0,830.5152001614749,-0.8957749702748004,0.8957749702748004
-31650.0,31650.0,830.5158224774884,-0.8954606732746981,0.8954606732746981
