Theta2,Intensity
16.75,39.7727272727273
16.77,28.4090909090909
16.79,31.25
16.81,25.5681818181818
16.83,48.2954545454545
16.85,39.7727272727273
16.87,34.0909090909091
16.89,34.0909090909091
16.91,28.4090909090909
16.93,36.9318181818182
16.95,34.0909090909091
16.97,42.6136363636364
16.99,39.7727272727273
17.01,28.4090909090909
17.03,31.25
17.05,22.7272727272727
17.07,48.2954545454545
17.09,31.25
17.11,25.5681818181818
17.13,45.4545454545455
17.15,48.2954545454545
17.17,56.8181818181818
17.19,34.0909090909091
17.21,19.8863636363636
17.23,31.25
17.25,42.6136363636364
17.27,34.0909090909091
17.29,45.4545454545455
17.31,11.3636363636364
17.33,34.0909090909091
17.35,22.7272727272727
17.37,36.9318181818182
17.39,45.4545454545455
17.41,17.0454545454545
17.43,34.0909090909091
17.45,34.0909090909091
17.47,31.25
17.49,25.5681818181818
17.51,34.0909090909091
17.53,28.4090909090909
17.55,19.8863636363636
17.57,45.4545454545455
17.59,34.0909090909091
17.61,28.4090909090909
17.63,31.25
17.65,45.4545454545455
17.67,42.6136363636364
17.69,19.8863636363636
17.71,19.8863636363636
17.73,31.25
17.75,45.4545454545455
17.77,14.2045454545455
17.79,17.0454545454545
17.81,36.9318181818182
17.83,28.4090909090909
17.85,31.25
17.87,19.8863636363636
17.89,22.7272727272727
17.91,19.8863636363636
17.93,17.0454545454545
17.95,42.6136363636364
17.97,22.7272727272727
17.99,14.2045454545455
18.01,36.9318181818182
18.03,11.3636363636364
18.05,14.2045454545455
18.07,25.5681818181818
18.09,28.4090909090909
18.11,31.25
18.13,28.4090909090909
18.15,25.5681818181818
18.17,14.2045454545455
18.19,25.5681818181818
18.21,17.0454545454545
18.23,36.9318181818182
18.25,28.4090909090909
18.27,25.5681818181818
18.29,14.2045454545455
18.31,17.0454545454545
18.33,22.7272727272727
18.35,19.8863636363636
18.37,22.7272727272727
18.39,22.7272727272727
18.41,34.0909090909091
18.43,19.8863636363636
18.45,42.6136363636364
18.47,22.7272727272727
18.49,31.25
18.51,31.25
18.53,39.7727272727273
18.55,31.25
18.57,19.8863636363636
18.59,19.8863636363636
18.61,25.5681818181818
18.63,34.0909090909091
18.65,17.0454545454545
18.67,22.7272727272727
18.69,17.0454545454545
18.71,25.5681818181818
18.73,28.4090909090909
18.75,36.9318181818182
18.77,25.5681818181818
18.79,36.9318181818182
18.81,22.7272727272727
18.83,22.7272727272727
18.85,22.7272727272727
18.87,36.9318181818182
18.89,19.8863636363636
18.91,22.7272727272727
18.93,39.7727272727273
18.95,19.8863636363636
18.97,17.0454545454545
18.99,25.5681818181818
19.01,19.8863636363636
19.03,11.3636363636364
19.05,48.2954545454545
19.07,34.0909090909091
19.09,34.0909090909091
19.11,31.25
19.13,34.0909090909091
19.15,17.0454545454545
19.17,36.9318181818182
19.19,31.25
19.21,19.8863636363636
19.23,25.5681818181818
19.25,31.25
19.27,25.5681818181818
19.29,14.2045454545455
19.31,17.0454545454545
19.33,39.7727272727273
19.35,28.4090909090909
19.37,42.6136363636364
19.39,36.9318181818182
19.41,34.0909090909091
19.43,34.0909090909091
19.45,22.7272727272727
19.47,25.5681818181818
19.49,34.0909090909091
19.51,25.5681818181818
19.53,19.8863636363636
19.55,34.0909090909091
19.57,22.7272727272727
19.59,31.25
19.61,17.0454545454545
19.63,19.8863636363636
19.65,22.7272727272727
19.67,8.52272727272727
19.69,25.5681818181818
19.71,22.7272727272727
19.73,39.7727272727273
19.75,22.7272727272727
19.77,17.0454545454545
19.79,14.2045454545455
19.81,36.9318181818182
19.83,25.5681818181818
19.85,34.0909090909091
19.87,14.2045454545455
19.89,36.9318181818182
19.91,31.25
19.93,22.7272727272727
19.95,14.2045454545455
19.97,39.7727272727273
19.99,42.6136363636364
20.01,28.4090909090909
20.03,14.2045454545455
20.05,17.0454545454545
20.07,22.7272727272727
20.09,25.5681818181818
20.11,17.0454545454545
20.13,14.2045454545455
20.15,25.5681818181818
20.17,22.7272727272727
20.19,22.7272727272727
20.21,8.52272727272727
20.23,14.2045454545455
20.25,34.0909090909091
20.27,25.5681818181818
20.29,36.9318181818182
20.31,25.5681818181818
20.33,31.25
20.35,17.0454545454545
20.37,17.0454545454545
20.39,19.8863636363636
20.41,19.8863636363636
20.43,17.0454545454545
20.45,22.7272727272727
20.47,34.0909090909091
20.49,14.2045454545455
20.51,5.68181818181818
20.53,17.0454545454545
20.55,36.9318181818182
20.57,11.3636363636364
20.59,14.2045454545455
20.61,34.0909090909091
20.63,17.0454545454545
20.65,25.5681818181818
20.67,42.6136363636364
20.69,22.7272727272727
20.71,31.25
20.73,25.5681818181818
20.75,34.0909090909091
20.77,28.4090909090909
20.79,25.5681818181818
20.81,17.0454545454545
20.83,19.8863636363636
20.85,17.0454545454545
20.87,28.4090909090909
20.89,31.25
20.91,42.6136363636364
20.93,28.4090909090909
20.95,28.4090909090909
20.97,28.4090909090909
20.99,8.52272727272727
21.01,39.7727272727273
21.03,22.7272727272727
21.05,22.7272727272727
21.07,48.2954545454545
21.09,17.0454545454545
21.11,25.5681818181818
21.13,17.0454545454545
21.15,22.7272727272727
21.17,11.3636363636364
21.19,22.7272727272727
21.21,19.8863636363636
21.23,22.7272727272727
21.25,25.5681818181818
21.27,22.7272727272727
21.29,22.7272727272727
21.31,19.8863636363636
21.33,19.8863636363636
21.35,19.8863636363636
21.37,36.9318181818182
21.39,31.25
21.41,39.7727272727273
21.43,17.0454545454545
21.45,17.0454545454545
21.47,14.2045454545455
21.49,28.4090909090909
21.51,28.4090909090909
21.53,22.7272727272727
21.55,22.7272727272727
21.57,19.8863636363636
21.59,17.0454545454545
21.61,31.25
21.63,22.7272727272727
21.65,28.4090909090909
21.67,22.7272727272727
21.69,25.5681818181818
21.71,34.0909090909091
21.73,22.7272727272727
21.75,22.7272727272727
21.77,34.0909090909091
21.79,19.8863636363636
21.81,36.9318181818182
21.83,19.8863636363636
21.85,34.0909090909091
21.87,51.1363636363636
21.89,14.2045454545455
21.91,36.9318181818182
21.93,17.0454545454545
21.95,8.52272727272727
21.97,34.0909090909091
21.99,28.4090909090909
22.01,28.4090909090909
22.03,19.8863636363636
22.05,48.2954545454545
22.07,28.4090909090909
22.09,17.0454545454545
22.11,14.2045454545455
22.13,22.7272727272727
22.15,14.2045454545455
22.17,25.5681818181818
22.19,25.5681818181818
22.21,34.0909090909091
22.23,34.0909090909091
22.25,31.25
22.27,19.8863636363636
22.29,28.4090909090909
22.31,34.0909090909091
22.33,36.9318181818182
22.35,34.0909090909091
22.37,25.5681818181818
22.39,28.4090909090909
22.41,53.9772727272727
22.43,28.4090909090909
22.45,36.9318181818182
22.47,28.4090909090909
22.49,48.2954545454545
22.51,25.5681818181818
22.53,42.6136363636364
22.55,68.1818181818182
22.57,73.8636363636364
22.59,51.1363636363636
22.61,73.8636363636364
22.63,71.0227272727273
22.65,178.977272727273
22.67,355.113636363636
22.69,781.25
22.71,3673.29545454545
22.73,79198.8636363636
22.75,220247.159090909
22.77,35357.9545454545
22.79,1741.47727272727
22.81,562.5
22.83,352.272727272727
22.85,198.863636363636
22.87,125
22.89,62.5
22.91,82.3863636363636
22.93,42.6136363636364
22.95,42.6136363636364
22.97,42.6136363636364
22.99,53.9772727272727
23.01,34.0909090909091
23.03,19.8863636363636
23.05,36.9318181818182
23.07,22.7272727272727
23.09,28.4090909090909
23.11,34.0909090909091
23.13,31.25
23.15,36.9318181818182
23.17,39.7727272727273
23.19,31.25
23.21,25.5681818181818
23.23,36.9318181818182
23.25,22.7272727272727
23.27,28.4090909090909
23.29,22.7272727272727
23.31,36.9318181818182
23.33,31.25
23.35,28.4090909090909
23.37,17.0454545454545
23.39,25.5681818181818
23.41,14.2045454545455
23.43,28.4090909090909
23.45,31.25
23.47,28.4090909090909
23.49,39.7727272727273
23.51,22.7272727272727
23.53,19.8863636363636
23.55,25.5681818181818
23.57,19.8863636363636
23.59,34.0909090909091
23.61,28.4090909090909
23.63,19.8863636363636
23.65,19.8863636363636
23.67,28.4090909090909
23.69,19.8863636363636
23.71,31.25
23.73,28.4090909090909
23.75,25.5681818181818
23.77,31.25
23.79,14.2045454545455
23.81,25.5681818181818
23.83,25.5681818181818
23.85,39.7727272727273
23.87,31.25
23.89,22.7272727272727
23.91,19.8863636363636
23.93,25.5681818181818
23.95,28.4090909090909
23.97,22.7272727272727
23.99,28.4090909090909
24.01,19.8863636363636
24.03,8.52272727272727
24.05,14.2045454545455
24.07,39.7727272727273
24.09,19.8863636363636
24.11,17.0454545454545
24.13,34.0909090909091
24.15,25.5681818181818
24.17,14.2045454545455
24.19,25.5681818181818
24.21,19.8863636363636
24.23,25.5681818181818
24.25,14.2045454545455
24.27,17.0454545454545
24.29,28.4090909090909
24.31,28.4090909090909
24.33,22.7272727272727
24.35,19.8863636363636
24.37,42.6136363636364
24.39,25.5681818181818
24.41,28.4090909090909
24.43,11.3636363636364
24.45,19.8863636363636
24.47,17.0454545454545
24.49,17.0454545454545
24.51,17.0454545454545
24.53,22.7272727272727
24.55,34.0909090909091
24.57,34.0909090909091
24.59,17.0454545454545
24.61,14.2045454545455
24.63,11.3636363636364
24.65,25.5681818181818
24.67,19.8863636363636
24.69,22.7272727272727
24.71,22.7272727272727
24.73,28.4090909090909
24.75,17.0454545454545
24.77,22.7272727272727
24.79,25.5681818181818
24.81,25.5681818181818
24.83,28.4090909090909
24.85,19.8863636363636
24.87,31.25
24.89,28.4090909090909
24.91,28.4090909090909
24.93,11.3636363636364
24.95,36.9318181818182
24.97,36.9318181818182
24.99,25.5681818181818
25.01,5.68181818181818
25.03,22.7272727272727
25.05,17.0454545454545
25.07,28.4090909090909
25.09,28.4090909090909
25.11,25.5681818181818
25.13,34.0909090909091
25.15,19.8863636363636
25.17,8.52272727272727
25.19,17.0454545454545
25.21,25.5681818181818
25.23,28.4090909090909
25.25,14.2045454545455
25.27,17.0454545454545
25.29,22.7272727272727
25.31,11.3636363636364
25.33,11.3636363636364
25.35,11.3636363636364
25.37,14.2045454545455
25.39,28.4090909090909
25.41,28.4090909090909
25.43,25.5681818181818
25.45,14.2045454545455
25.47,8.52272727272727
25.49,28.4090909090909
25.51,22.7272727272727
25.53,28.4090909090909
25.55,22.7272727272727
25.57,25.5681818181818
25.59,25.5681818181818
25.61,17.0454545454545
25.63,28.4090909090909
25.65,8.52272727272727
25.67,14.2045454545455
25.69,28.4090909090909
25.71,14.2045454545455
25.73,19.8863636363636
25.75,22.7272727272727
25.77,28.4090909090909
25.79,19.8863636363636
25.81,34.0909090909091
25.83,19.8863636363636
25.85,25.5681818181818
25.87,8.52272727272727
25.89,22.7272727272727
25.91,19.8863636363636
25.93,28.4090909090909
25.95,22.7272727272727
25.97,22.7272727272727
25.99,8.52272727272727
26.01,25.5681818181818
26.03,28.4090909090909
26.05,19.8863636363636
26.07,25.5681818181818
26.09,17.0454545454545
26.11,19.8863636363636
26.13,17.0454545454545
26.15,45.4545454545455
26.17,22.7272727272727
26.19,45.4545454545455
26.21,19.8863636363636
26.23,34.0909090909091
26.25,14.2045454545455
26.27,28.4090909090909
26.29,19.8863636363636
26.31,17.0454545454545
26.33,28.4090909090909
26.35,25.5681818181818
26.37,31.25
26.39,39.7727272727273
26.41,19.8863636363636
26.43,19.8863636363636
26.45,19.8863636363636
26.47,17.0454545454545
26.49,28.4090909090909
26.51,19.8863636363636
26.53,19.8863636363636
26.55,19.8863636363636
26.57,14.2045454545455
26.59,11.3636363636364
26.61,25.5681818181818
26.63,19.8863636363636
26.65,25.5681818181818
26.67,17.0454545454545
26.69,31.25
26.71,17.0454545454545
26.73,28.4090909090909
26.75,36.9318181818182
26.77,22.7272727272727
26.79,28.4090909090909
26.81,28.4090909090909
26.83,31.25
26.85,28.4090909090909
26.87,31.25
26.89,28.4090909090909
26.91,31.25
26.93,22.7272727272727
26.95,28.4090909090909
26.97,36.9318181818182
26.99,45.4545454545455
27.01,28.4090909090909
27.03,14.2045454545455
27.05,19.8863636363636
27.07,22.7272727272727
27.09,19.8863636363636
27.11,25.5681818181818
27.13,19.8863636363636
27.15,25.5681818181818
27.17,34.0909090909091
27.19,22.7272727272727
27.21,45.4545454545455
27.23,25.5681818181818
27.25,25.5681818181818
27.27,11.3636363636364
27.29,31.25
27.31,17.0454545454545
27.33,31.25
27.35,28.4090909090909
27.37,25.5681818181818
27.39,22.7272727272727
27.41,25.5681818181818
27.43,11.3636363636364
27.45,25.5681818181818
27.47,25.5681818181818
27.49,22.7272727272727
27.51,19.8863636363636
27.53,42.6136363636364
27.55,22.7272727272727
27.57,19.8863636363636
27.59,25.5681818181818
27.61,25.5681818181818
27.63,48.2954545454545
27.65,22.7272727272727
27.67,22.7272727272727
27.69,25.5681818181818
27.71,25.5681818181818
27.73,14.2045454545455
27.75,25.5681818181818
27.77,28.4090909090909
27.79,17.0454545454545
27.81,34.0909090909091
27.83,17.0454545454545
27.85,34.0909090909091
27.87,8.52272727272727
27.89,22.7272727272727
27.91,28.4090909090909
27.93,36.9318181818182
27.95,22.7272727272727
27.97,48.2954545454545
27.99,17.0454545454545
28.01,25.5681818181818
28.03,19.8863636363636
28.05,25.5681818181818
28.07,36.9318181818182
28.09,42.6136363636364
28.11,25.5681818181818
28.13,36.9318181818182
28.15,25.5681818181818
28.17,25.5681818181818
28.19,17.0454545454545
28.21,36.9318181818182
28.23,19.8863636363636
28.25,19.8863636363636
28.27,59.6590909090909
28.29,22.7272727272727
28.31,22.7272727272727
28.33,19.8863636363636
28.35,28.4090909090909
28.37,31.25
28.39,36.9318181818182
28.41,59.6590909090909
28.43,19.8863636363636
28.45,28.4090909090909
28.47,28.4090909090909
28.49,14.2045454545455
28.51,14.2045454545455
28.53,34.0909090909091
28.55,25.5681818181818
28.57,8.52272727272727
28.59,31.25
28.61,28.4090909090909
28.63,17.0454545454545
28.65,31.25
28.67,25.5681818181818
28.69,42.6136363636364
28.71,14.2045454545455
28.73,17.0454545454545
28.75,28.4090909090909
28.77,19.8863636363636
28.79,17.0454545454545
28.81,22.7272727272727
28.83,31.25
28.85,25.5681818181818
28.87,19.8863636363636
28.89,22.7272727272727
28.91,19.8863636363636
28.93,11.3636363636364
28.95,34.0909090909091
28.97,31.25
